141389,11,3,1999,4,19,68,1905,1401,"    ",7,6,6,4
1183457,1,5,2006,5,5,215,1701,9304,"    ",9,6,6,4
1106606,3,28,2004,1,14,18,101,2205,50,7,6,5,4
1114446,5,29,2004,7,17,0,5170,2233,1,5,6,1,4
1069233,9,3,2002,3,12,92,5003,1501,200,5,6,6,4
1071113,12,7,2002,7,16,0,5143,2626,6,5,6,1,4
193986,12,14,1998,2,18,18,206,5107,"    ",9,6,6,4
91162,7,3,2000,2,13,18,801,8005,107,1,6,1,4
1198643,5,30,2006,3,15,194,203,2106,0,9,6,6,4
1130454,11,3,2004,4,12,211,1008,1303,500,3,6,6,4
1207696,7,26,2006,4,17,18,215,1525,0,9,6,6,4
140523,9,18,1999,7,11,18,802,1001,0,9,6,6,4
41807,2,14,2001,4,6,211,606,5079,0,9,6,6,4
1101331,2,6,2004,6,16,92,405,5025,0,9,6,6,4
46518,12,4,2001,3,6,211,205,2220,0,9,6,1,4
962746,4,19,2003,7,17,0,1031,2626,0,9,6,1,4
1130445,11,2,2004,3,17,0,634,5166,0,9,6,6,4
1178136,10,18,2005,3,6,92,204,413,0,9,6,6,4
1159850,7,20,2005,4,8,18,708,2205,0,9,6,"&",4
43229,5,11,2001,6,17,0,1585,2602,0,9,6,6,4
42307,3,12,2001,2,8,0,160,1823,0,9,6,6,4
42936,4,25,2001,4,19,0,344,2708,0,9,6,1,4
191630,7,28,1998,3,10,0,466,2219,0,9,6,6,4
139552,7,13,1999,3,18,0,1031,2626,0,9,6,1,4
190921,6,24,1998,4,14,68,701,5010,100,5,6,1,4
193045,10,27,1998,3,12,18,401,1001,0,9,6,6,4
1109977,5,4,2004,3,19,92,2226,5003,1000,3,6,"&",4
1148377,4,18,2005,2,6,18,1505,1525,0,9,6,6,4
187722,1,8,1998,5,17,0,401,1001,8,5,6,3,4
90698,6,1,2000,5,15,18,1013,5101,0,9,6,1,4
1157428,6,25,2005,7,13,215,5065,1402,300,5,6,1,4
1204228,6,23,2006,6,12,154,1001,8001,200,7,6,6,4
139938,8,3,1999,3,19,0,221,2602,0,9,6,6,4
191023,6,29,1998,2,12,211,2602,2605,0,9,6,6,4
1067450,4,3,2002,4,16,18,1401,8013,100,5,6,1,4
1107717,4,2,2004,6,16,92,2601,5010,"    ",9,6,6,4
241916,8,29,1997,6,12,0,924,215,10,5,6,6,4
192254,9,1,1998,3,7,0,215,932,0,9,6,6,4
1204207,6,24,2006,7,20,0,1223,5204,0,9,6,6,4
142343,12,27,1999,2,6,0,241,5160,0,9,6,1,4
189088,3,22,1998,1,11,0,466,2203,0,9,6,1,4
1085454,10,17,2003,6,11,0,430,5077,0,9,6,6,4
90309,5,9,2000,3,18,92,712,1009,0,9,6,1,4
1122557,8,14,2004,7,8,0,2217,2508,7,3,6,6,4
90426,5,15,2000,2,15,0,167,1302,0,9,6,1,4
239101,2,27,1997,5,6,0,707,1216,0,9,6,1,4
136624,1,6,1999,4,19,211,2302,2303,0,9,6,1,4
1114879,6,24,2004,5,18,0,2253,1302,"    ",3,6,5,4
137557,3,5,1999,6,16,68,1905,401,30,3,6,1,4
239036,2,22,1997,7,16,215,1402,1504,100,7,6,5,4
1207228,8,11,2006,6,17,211,606,5113,0,5,6,6,4
89813,4,15,2000,7,19,0,1491,5082,0,9,6,1,4
1207705,8,16,2006,4,20,68,1501,2401,0,3,6,6,4
191518,7,25,1998,7,14,18,101,2205,"    ",0,6,6,4
1210542,10,5,2006,5,18,0,829,5173,0,9,6,1,4
1068587,7,3,2002,4,13,18,5110,2303,500,1,6,1,4
1217696,9,8,2006,6,14,18,401,533,0,9,6,6,4
45462,9,19,2001,4,16,18,615,5150,0,9,6,6,4
1194849,4,28,2006,6,14,92,2301,5013,"    ",4,6,1,4
137822,3,15,1999,2,16,18,5185,2609,300,4,6,5,4
192485,9,18,1998,6,99,0,1208,2217,2,5,6,6,4
1178130,10,18,2005,3,8,18,802,5141,0,9,6,6,4
1203353,4,30,2006,1,17,18,746,1201,0,9,6,6,4
1022995,7,22,2003,3,11,68,101,5019,0,5,6,1,4
43765,6,17,2001,1,23,92,5007,2602,200,5,6,1,4
90091,4,28,2000,6,15,18,432,5173,0,9,6,6,4
1067367,3,28,2002,5,14,0,2251,284,99,2,6,1,4
191681,7,31,1998,6,5,0,1585,2602,2,1,6,6,4
973286,7,18,2003,6,19,18,506,2609,0,9,6,6,4
91125,6,30,2000,6,10,194,1404,2202,30,3,6,6,4
190958,6,26,1998,6,15,92,204,5185,0,9,6,6,4
1163889,8,24,2005,4,20,18,101,703,0,9,6,6,4
1222391,11,27,2006,2,15,92,405,1803,"    ",6,6,1,4
1147502,4,6,2005,4,16,68,1905,1401,150,3,6,6,4
1072878,8,4,2003,2,11,92,203,5004,"    ",9,6,1,4
43609,6,13,2001,4,19,92,5185,405,200,1,6,6,4
1069375,9,14,2002,7,11,0,2626,1031,38,3,6,1,4
1173936,12,31,2005,7,18,18,101,1401,0,9,6,6,4
46584,12,6,2001,5,16,92,5028,204,200,1,6,1,4
1071097,12,6,2002,6,6,68,201,5021,0,9,6,1,4
142462,5,17,1999,2,17,211,1506,1901,"    ",9,6,6,4
92312,9,16,2000,7,10,0,2139,5167,0,9,6,6,4
1173088,12,17,2005,7,6,18,357,1201,0,9,6,6,4
1121204,9,4,2004,7,15,18,1512,5160,0,9,6,6,4
91913,8,17,2000,5,21,18,208,1001,0,9,6,6,4
1179658,5,14,2005,7,14,18,627,5141,0,9,6,1,4
1094052,12,16,2003,3,18,92,5025,405,100,5,6,6,4
1203999,6,14,2006,4,14,18,5097,515,45,5,6,1,4
191846,8,11,1998,3,15,18,101,703,0,7,6,1,4
1132841,11,18,2004,5,17,18,101,5130,0,9,6,6,4
1122984,8,12,2004,5,18,18,215,1707,0,9,6,1,4
1067016,3,4,2002,2,16,41,618,5512,0,9,6,1,4
191350,7,16,1998,5,16,211,1901,1902,"    ",6,6,6,4
1194978,4,19,2006,4,8,18,1201,401,1000,8,6,6,4
242029,9,9,1997,3,17,18,243,2113,200,1,6,2,4
1067288,3,24,2002,1,15,18,401,1001,20,1,6,6,4
1154476,6,7,2005,3,5,92,2609,5185,0,9,6,6,4
1069079,8,24,2002,7,16,92,1801,105,"    ",3,6,6,4
1069206,8,30,2002,6,15,92,1509,2306,20,8,6,1,4
140419,9,5,1999,1,11,18,707,1005,0,9,6,6,4
961525,4,29,2003,3,10,92,5185,405,20,1,6,6,4
243858,2,23,1997,1,14,0,523,1466,0,9,6,6,4
1108219,4,21,2004,4,17,92,403,5009,0,5,6,6,4
138985,6,3,1999,5,8,211,1202,905,"    ",0,6,6,4
239567,3,24,1997,2,18,18,815,1009,0,9,6,6,4
241654,8,9,1997,7,13,18,208,1001,0,9,6,1,4
1072616,8,4,2003,2,11,92,225,5235,250,3,6,"&",4
1108557,4,25,2004,1,18,18,101,703,0,7,"E",3,4
243313,12,5,1997,6,11,18,1001,8001,0,9,6,1,4
41658,2,5,2001,2,17,18,101,1401,100,3,6,6,4
43354,5,25,2001,6,22,92,2609,5185,0,9,6,1,4
1213740,10,20,2006,6,22,18,5149,8006,0,9,6,6,4
1148993,4,19,2005,3,15,92,413,1337,0,3,6,6,4
140562,9,6,1999,2,11,92,204,5037,0,9,6,6,4
139809,7,26,1999,2,17,18,1401,2303,20,1,6,3,4
242036,9,10,1997,4,9,18,1525,2303,999,5,6,6,4
138024,4,20,1999,3,17,18,802,2602,0,9,6,6,4
43385,5,30,2001,4,10,18,802,2604,0,3,6,3,4
971910,6,20,2003,6,17,18,1001,1511,0,9,6,6,4
93820,10,7,2000,7,11,211,404,1519,700,5,6,1,4
1069340,9,10,2002,3,7,18,1001,2205,20,1,6,6,4
1210661,9,11,2006,2,7,18,1525,1009,50,5,6,1,4
1086632,11,3,2003,2,6,57,201,801,"    ",5,6,6,4
141380,11,3,1999,4,18,211,2209,5121,150,3,6,5,4
1070162,10,25,2002,6,7,18,213,5130,0,9,6,6,4
1203536,6,12,2006,2,14,211,901,5110,"    ",3,6,6,4
1069019,8,16,2002,6,14,92,204,5028,0,9,6,6,4
1179656,11,14,2005,2,14,18,1401,8001,0,9,6,6,4
238315,1,11,1997,7,14,211,1901,2602,"    ",6,6,6,4
192657,9,30,1998,4,16,18,5092,1702,160,5,6,6,4
43265,5,17,2001,5,18,0,2250,2507,999,1,6,1,4
1116210,7,2,2004,6,11,0,1924,5185,0,9,6,6,4
140828,10,4,1999,2,19,18,802,5139,0,9,6,6,4
1213693,10,19,2006,5,18,18,908,1602,0,9,6,6,4
1111992,5,20,2004,5,15,211,606,432,150,7,6,1,4
960228,3,18,2003,3,15,0,211,351,10,7,6,1,4
187923,1,17,1998,7,23,18,1401,8003,0,9,6,6,4
43283,5,16,2001,4,19,41,204,5504,60,3,6,2,4
43488,6,6,2001,4,17,92,5007,203,200,5,6,6,4
92471,9,23,2000,7,20,211,211,1501,0,9,6,6,4
1182389,11,29,2005,3,11,18,802,1501,0,9,6,6,4
1166737,9,6,2005,3,7,18,239,5158,0,9,6,6,4
140693,9,24,1999,6,17,68,2401,2201,"    ",7,6,"-",4
91088,6,27,2000,3,21,211,1901,5071,"    ",2,6,6,4
1068715,7,23,2002,3,15,18,101,2501,0,9,6,6,4
192024,8,17,1998,2,19,0,5131,824,"    ",0,6,6,4
1126022,10,1,2004,6,15,92,2601,5041,0,9,6,"&",4
1163625,8,26,2005,6,22,92,238,5185,0,7,6,"&",4
1080618,9,22,2003,2,16,0,1843,1325,3,5,6,1,4
1216498,10,22,2006,1,11,215,201,2301,0,3,6,6,4
1068863,8,5,2002,2,12,92,710,2214,0,6,6,6,4
1186969,2,14,2006,3,17,0,464,1239,0,9,6,6,4
141292,10,30,1999,7,15,18,1001,401,250,3,6,6,4
1162924,8,4,2005,5,12,194,905,2205,100,1,6,1,4
242898,11,6,1997,5,5,215,1003,2301,0,6,6,6,4
44471,7,25,2001,4,19,0,209,5185,0,9,6,6,4
1204256,6,21,2006,4,10,92,1310,7013,0,9,6,1,4
190490,6,1,1998,2,15,41,618,5514,0,7,6,6,4
1187775,2,16,2006,5,10,68,1905,1401,200,3,6,6,4
1069499,9,20,2002,6,17,0,205,1480,4,3,6,1,4
136829,1,19,1999,3,14,92,203,603,"    ",9,6,6,4
1211854,9,22,2006,6,18,68,6022,401,75,7,6,2,4
139041,6,14,1999,2,17,0,2687,1466,1,3,6,1,4
1069849,10,10,2002,5,18,0,1442,464,1,7,6,1,4
140753,9,30,1999,5,21,0,2139,5185,0,9,6,6,4
139923,8,1,1999,1,15,18,2303,5117,"    ",3,6,6,4
192339,9,8,1998,3,17,92,1807,6034,300,7,6,4,4
193712,12,11,1998,6,17,92,1503,5013,0,9,6,1,4
1167023,9,19,2005,2,8,215,2302,6095,100,3,6,6,4
194063,12,29,1998,3,6,92,203,5008,"    ",9,6,1,4
91019,6,22,2000,5,99,92,213,2301,"    ",1,6,6,4
42488,3,23,2001,6,17,211,1901,2504,"    ",2,6,6,4
92341,9,20,2000,4,17,92,1503,5013,0,9,6,6,4
1067740,4,21,2002,1,15,18,1914,521,25,1,6,1,4
138728,5,11,1999,3,19,211,606,5108,0,9,6,6,4
92474,9,23,2000,7,13,92,417,5030,0,9,6,6,4
1205021,7,6,2006,5,20,0,466,211,2,3,6,6,4
1076861,9,18,2003,5,17,234,5095,401,25,5,6,6,4
1066974,3,3,2002,1,12,92,714,5185,0,9,6,6,4
1223370,11,10,2006,6,6,215,1003,2322,0,9,6,1,4
1109172,4,26,2004,2,19,68,1501,2401,0,9,6,1,4
91981,8,22,2000,3,13,68,601,1905,0,9,6,1,4
1126561,10,4,2004,2,17,0,466,5129,1,3,6,6,4
1071195,12,12,2002,5,20,92,1501,5010,0,9,6,1,4
1143793,3,1,2005,3,21,68,1001,5019,0,9,6,6,4
1100978,2,4,2004,4,18,68,1001,5019,0,1,6,1,4
1067027,3,8,2002,6,13,211,1001,906,500,8,6,6,4
1125834,10,8,2004,6,12,18,1005,1529,0,9,6,1,4
92082,8,29,2000,3,20,18,802,1502,"    ",7,6,1,4
191996,8,18,1998,3,18,18,911,5158,0,9,6,6,4
1072615,8,4,2003,2,18,18,906,1001,0,9,6,6,4
92779,10,25,2000,4,15,18,602,1401,0,9,6,6,4
240533,5,26,1997,2,17,0,1063,2279,20,3,6,3,4
140093,8,10,1999,3,4,18,1001,8007,0,9,6,1,4
1148665,3,28,2005,2,17,211,5130,2209,9999,5,6,1,4
961085,2,11,2003,3,15,211,906,2607,0,3,6,6,4
1213422,10,10,2006,3,8,92,904,5028,0,9,6,6,4
1178657,10,6,2005,5,8,92,1501,5018,0,1,6,1,4
1188994,3,2,2006,5,16,18,101,104,0,9,6,1,4
1086641,11,4,2003,3,15,68,201,5023,0,9,6,1,4
948443,1,6,2003,2,18,0,1419,2217,0,9,6,6,4
90578,5,21,2000,1,1,18,101,1525,0,9,6,1,4
243035,11,16,1997,1,15,211,606,5103,0,9,6,6,4
1068772,7,31,2002,4,15,18,213,5135,0,9,6,6,4
190514,6,4,1998,5,18,0,212,6177,2,3,6,1,4
140541,9,19,1999,1,10,41,104,5120,"    ",9,6,1,4
45395,9,13,2001,5,12,0,464,1442,0,1,6,6,4
960224,3,28,2003,6,14,41,104,5113,"    ",9,6,1,4
1118873,7,19,2004,2,16,41,104,5117,"    ",7,6,1,4
959218,3,12,2003,4,21,194,1904,2202,"    ",9,6,6,4
192554,9,22,1998,3,7,18,8006,803,100,7,6,1,4
1068150,5,24,2002,6,15,92,405,1202,100,2,6,1,4
44276,7,7,2001,7,17,194,1904,2302,"    ",9,6,1,4
193947,12,27,1998,1,16,92,203,1501,"    ",7,6,5,4
139080,6,7,1999,2,12,18,201,2604,100,5,6,3,4
42871,4,17,2001,3,18,92,2602,5002,150,3,6,1,4
1071071,12,5,2002,5,15,18,206,2608,"    ",3,6,6,4
93715,12,25,2000,2,14,68,2301,1506,"    ",7,6,6,4
1204112,6,20,2006,3,13,92,405,2214,0,1,6,1,4
137322,2,19,1999,6,10,68,2302,1504,"    ",3,6,6,4
1080764,9,22,2003,2,14,68,2302,2706,"    ",3,6,6,4
967302,5,18,2003,1,12,41,201,5504,"    ",9,6,6,4
1172463,12,2,2005,6,15,18,2304,8001,0,9,6,1,4
1159489,7,13,2005,4,17,68,2301,2706,"    ",9,6,1,4
90622,5,24,2000,4,16,215,1701,9304,"    ",2,6,6,4
1182054,11,6,2005,1,15,0,362,5206,0,9,6,6,4
1156184,6,17,2005,6,18,211,906,415,75,2,6,6,4
139016,6,11,1999,6,16,92,1801,5009,"    ",9,6,1,4
90457,5,18,2000,5,18,215,908,1001,"    ",9,6,6,4
1142070,2,8,2005,3,15,92,2102,2301,"    ",9,6,6,4
89002,3,1,2000,4,13,18,803,1005,75,7,6,6,4
1069399,9,11,2002,4,20,92,5013,1503,"    ",1,6,6,4
970758,6,19,2003,5,17,92,5010,1503,"    ",1,6,6,4
1104211,3,19,2004,6,7,0,284,2602,0,9,6,6,4
1208882,8,27,2006,1,12,92,5025,405,400,5,6,6,4
1129683,10,27,2004,4,17,92,203,603,"    ",3,6,6,4
137345,2,22,1999,2,7,92,2301,5013,"    ",9,6,6,4
1080746,9,15,2003,2,16,92,203,603,"    ",9,6,6,4
1192101,3,24,2006,6,10,92,101,1801,"    ",9,6,6,4
1167434,9,30,2005,6,20,68,201,1905,0,9,6,6,4
1127170,10,6,2004,4,14,92,203,5006,"    ",5,6,1,4
1148808,3,21,2005,2,13,92,101,1801,"    ",9,6,1,4
238414,1,17,1997,6,8,68,1801,1905,"    ",9,6,6,4
1155968,6,8,2005,4,16,211,1001,1505,0,9,6,1,4
1115982,7,2,2004,6,8,215,1701,9304,"    ",9,6,6,4
192911,10,16,1998,6,18,211,1001,1901,"    ",0,6,6,4
46520,12,3,2001,2,15,68,1401,1905,"    ",9,6,1,4
1153776,5,17,2005,3,14,215,1701,9304,"    ",9,6,6,4
1068624,7,10,2002,4,18,215,1701,9304,"    ",9,6,6,4
92054,8,28,2000,2,16,68,1905,1001,"    ",7,6,6,4
1212655,10,4,2006,4,21,18,401,2609,0,9,6,1,4
1109276,4,26,2004,2,15,215,1701,9304,"    ",9,6,6,4
91924,8,18,2000,6,17,0,1585,1559,35,5,6,1,4
1067622,4,15,2002,2,3,92,1501,5010,20,3,6,1,4
1131106,11,9,2004,3,8,68,6015,1201,12,7,6,"-",4
1066737,2,19,2002,3,14,211,1001,606,100,1,6,5,4
1080605,9,12,2003,6,15,0,810,6194,0,9,6,6,4
1205387,7,26,2006,4,18,215,5065,203,1000,5,6,1,4
1170039,10,12,2005,4,8,0,284,1067,1,7,6,6,4
92859,10,20,2000,6,18,247,948,1828,0,9,6,6,4
1093621,12,12,2003,6,17,0,464,2003,9,5,6,6,4
1152347,2,15,2005,3,18,18,401,1426,"    ",1,6,"-",4
1186737,1,17,2006,3,14,92,2102,709,100,4,6,6,4
89093,3,6,2000,2,12,68,1505,1905,"    ",9,6,6,4
192634,9,28,1998,2,12,68,1001,5019,"    ",9,6,6,4
241848,8,24,1997,1,4,211,1901,213,"    ",0,6,5,4
1073182,8,11,2003,2,13,68,1905,1505,"    ",3,6,6,4
241818,8,22,1997,6,16,92,203,5004,"    ",9,6,6,4
92935,10,29,2000,1,11,68,1801,1905,"    ",9,6,6,4
240021,4,20,1997,1,13,68,1905,1801,"    ",7,6,6,4
1209202,8,31,2006,5,16,68,5019,5319,100,7,6,1,4
189582,4,17,1998,6,18,215,1701,9304,"    ",9,6,6,4
238968,2,19,1997,4,12,68,1501,5019,"    ",9,6,1,4
1114854,6,29,2004,3,17,18,2205,1001,100,5,6,6,4
1067987,5,7,2002,3,7,92,1801,5010,"    ",9,6,1,4
1194040,4,12,2006,4,17,68,2001,5024,"    ",9,6,6,4
1210650,9,5,2006,3,17,0,919,5185,0,9,6,6,4
188234,2,3,1998,3,18,68,102,1905,"    ",3,6,6,4
189940,5,7,1998,5,15,18,101,2205,75,6,6,6,4
1153327,5,14,2005,7,0,92,5185,9705,"    ",9,6,1,4
1069520,9,18,2002,4,16,68,402,1905,"    ",9,6,6,4
139937,8,3,1999,3,12,211,1001,2201,"    ",9,6,6,4
46752,12,18,2001,3,17,18,1001,101,20,1,6,6,4
1069932,10,14,2002,2,18,211,1901,5069,"    ",7,6,6,4
42583,3,30,2001,6,17,211,1901,5069,"    ",9,6,6,4
191255,7,15,1998,4,13,18,2303,5170,"    ",9,6,6,4
242483,10,4,1997,7,12,0,1585,2602,0,9,6,1,4
1142682,2,23,2005,4,16,211,2302,2303,0,1,6,6,4
1204229,6,23,2006,6,17,211,1001,1802,"    ",9,6,1,4
190737,6,15,1998,2,23,18,2303,7139,"    ",9,6,6,4
1088622,11,17,2003,2,12,215,2302,6095,0,9,6,6,4
92421,9,15,2000,6,11,211,106,606,0,9,6,6,4
1109470,4,24,2004,7,17,211,1901,1905,"    ",9,6,6,4
42213,3,6,2001,3,12,215,201,1402,"    ",5,6,5,4
138547,5,3,1999,2,13,41,104,5104,"    ",3,6,6,4
44482,7,20,2001,6,16,211,1901,5072,"    ",3,6,6,4
1194220,4,11,2006,3,5,211,1901,5072,"    ",5,6,6,4
1211813,9,26,2006,3,7,211,1901,5072,"    ",2,6,6,4
1069118,8,22,2002,5,21,215,1501,2302,0,9,6,1,4
1068035,5,14,2002,3,15,92,2602,5006,0,9,6,1,4
972680,6,2,2003,2,8,41,618,5512,0,9,6,6,4
1212247,9,27,2006,4,6,18,206,5096,"    ",9,6,6,4
1067747,4,22,2002,2,15,194,2103,2104,0,9,6,1,4
1224890,12,22,2006,6,7,18,101,5107,"    ",9,6,6,4
190861,6,23,1998,3,18,68,2302,1504,"    ",3,6,6,4
1198252,5,15,2006,2,18,18,206,5107,"    ",9,6,6,4
139715,7,22,1999,5,17,18,2303,5110,"    ",9,6,6,4
1114396,6,15,2004,3,99,18,206,2608,"    ",9,6,6,4
1109246,4,23,2004,6,19,18,206,2608,"    ",9,6,1,4
1190322,3,10,2006,6,16,18,401,2303,"    ",9,6,1,4
90665,5,29,2000,2,19,211,813,812,50,1,6,1,4
138429,4,15,1999,5,9,18,2201,2303,"    ",9,6,6,4
1166874,9,22,2005,5,16,92,5025,405,150,5,6,6,4
137179,2,8,1999,2,11,18,2303,401,"    ",3,6,6,4
1069110,8,23,2002,6,8,18,2303,5117,"    ",9,6,6,4
1219088,7,27,2006,5,7,194,903,2302,0,1,6,6,4
1224042,12,8,2006,6,16,18,2303,9203,"    ",5,6,6,4
238700,2,4,1997,3,17,18,2303,5117,"    ",9,6,6,4
1205468,7,19,2006,4,21,18,1525,2626,0,9,6,6,4
1119079,7,19,2004,2,15,211,1505,1901,"    ",9,6,6,4
41535,1,28,2001,1,12,211,1505,1901,"    ",9,6,6,4
1118337,7,18,2004,1,14,0,2236,2181,9,7,6,5,4
45630,10,2,2001,3,17,215,103,201,"    ",7,6,1,4
1068836,8,1,2002,5,9,215,101,201,"    ",9,6,1,4
192811,10,8,1998,5,19,215,201,2201,"    ",9,6,6,4
193689,12,8,1998,3,18,211,401,1901,"    ",9,6,6,4
1130444,11,2,2004,3,15,92,710,405,10,1,6,6,4
